ds,y,year,month,day_of_week,lag_1,lag_7,rsi,macd,macd_diff
2005-02-01 05:00:00,4.796796798706055,2005,2,1,4.889782905578613,4.706310272216797,51.96744752177443,0.023279131118839835,-0.01671231560733262
2005-02-02 05:00:00,5.148245334625244,2005,2,2,4.796796798706055,4.517338275909424,61.77516335762698,0.05171876230245065,0.009381852461022556
2005-02-03 05:00:00,5.270727634429932,2005,2,3,5.148245334625244,4.427350997924805,64.49601921917309,0.0831818048118933,0.032675915976372163
2005-02-04 05:00:00,5.108251094818115,2005,2,4,5.270727634429932,4.730307102203369,58.54300499500897,0.09392330441792929,0.034733932465926515
2005-02-07 05:00:00,4.900032043457031,2005,2,0,5.108251094818115,4.701311111450195,51.92813624449074,0.08465859141473153,0.020375375570183
2005-02-08 05:00:00,4.965272426605225,2005,2,1,4.900032043457031,4.757802963256836,53.69363585500727,0.0816395039121991,0.013885030454120456
2005-02-09 05:00:00,4.788797855377197,2005,2,2,4.965272426605225,4.889782905578613,48.504349178717064,0.06426601367507612,-0.0027907678264020297
2005-02-10 05:00:00,4.698811531066895,2005,2,3,4.788797855377197,4.796796798706055,46.05986852361637,0.04274353233434258,-0.019450599333708456
2005-02-11 05:00:00,4.684313774108887,2005,2,4,4.698811531066895,5.148245334625244,45.660607793141246,0.024237567397409343,-0.03036525141651336
2005-02-14 05:00:00,4.824043273925781,2005,2,0,4.684313774108887,5.270727634429932,50.146051747222614,0.020608893231104375,-0.027195140466254666
2005-02-15 05:00:00,4.880034923553467,2005,2,1,4.824043273925781,5.108251094818115,51.86083431148785,0.021997626054229613,-0.020645126114503545
2005-02-16 05:00:00,4.9595232009887695,2005,2,2,4.880034923553467,4.900032043457031,54.26583266301383,0.02917592460218099,-0.010773462053241735
2005-02-17 05:00:00,4.946774959564209,2005,2,3,4.9595232009887695,4.965272426605225,53.80159194697165,0.033450504779930945,-0.0051991055003934306
2005-02-18 05:00:00,4.948025226593018,2005,2,4,4.946774959564209,4.788797855377197,53.84329700384076,0.036518068901208345,-0.0017052331032928261
2005-02-22 05:00:00,4.783549308776856,2005,2,1,4.948025226593018,4.698811531066895,47.73795818337902,0.025384684738512853,-0.010270893812790657
2005-02-23 05:00:00,4.848039627075195,2005,2,2,4.783549308776856,4.684313774108887,50.12593327457627,0.02151719051816503,-0.011310710426510787
2005-02-24 05:00:00,4.721558094024658,2005,2,3,4.848039627075195,4.824043273925781,45.71417610501357,0.008152197361232183,-0.01974056286675491
2005-02-25 05:00:00,4.646068572998047,2005,2,4,4.721558094024658,4.880034923553467,43.26654706121021,-0.008433809750864718,-0.02906125598308145
2005-02-28 05:00:00,4.699060916900635,2005,2,0,4.646068572998047,4.9595232009887695,45.47359960200664,-0.017105123390611432,-0.030186055698262534
2005-03-01 05:00:00,4.650818347930908,2005,3,1,4.699060916900635,4.946774959564209,43.8029743657014,-0.027552367517449383,-0.032506639860080386
